date,sales
2022/06/11,7772938
2022/06/12,6286071
2022/06/13,6275793
2022/06/14,5250386
2022/06/15,6436819
2022/06/16,6445062
2022/06/17,8169464
2022/06/18,8285182
2022/06/19,8480647
2022/06/20,5933496
2022/06/21,5670459
2022/06/22,5541954
2022/06/23,6048639
2022/06/24,6838195
2022/06/25,7344233
2022/06/26,6543570
2022/06/27,6150550
2022/06/28,6019576
2022/06/29,6108512
2022/06/30,5812352
2022/07/01,6587028
2022/07/02,7452198
2022/07/03,6360945
2022/07/04,6143788
2022/07/05,6185091
2022/07/06,5614196
2022/07/07,6338674
2022/07/08,6999913
2022/07/09,7509607
2022/07/10,7338726
2022/07/11,6143766
2022/07/12,5593690
2022/07/13,5889240
2022/07/14,5821905
2022/07/15,6140152
2022/07/16,7240132
2022/07/17,7198736
2022/07/18,6213476
2022/07/19,6145639
2022/07/20,6519560
2022/07/21,5761823
2022/07/22,7152095
2022/07/23,8684879
2022/07/24,6469357
2022/07/25,6681987
2022/07/26,5377915
2022/07/27,6696709
2022/07/28,5850671
2022/07/29,6901396
2022/07/30,6839413
2022/07/31,6443799
2022/08/01,6059978
2022/08/02,5495153
2022/08/03,6360683
2022/08/04,5196769
2022/08/05,7802852
2022/08/06,7722013
2022/08/07,6619302
2022/08/08,5897990
2022/08/09,6985833
2022/08/10,6364119
2022/08/11,6858452
2022/08/12,8234191
2022/08/13,3813115
2022/08/14,7529808
2022/08/15,6358640
2022/08/16,5910507
2022/08/17,6488450
2022/08/18,5617324
2022/08/19,7243938
2022/08/20,7220889
2022/08/21,6412385
2022/08/22,6224802
2022/08/23,5868879
2022/08/24,5816917
2022/08/25,6573668
2022/08/26,6296852
2022/08/27,7268798
2022/08/28,5852985
2022/08/29,6158121
2022/08/30,5764271
2022/08/31,6197750
2022/09/01,5386335
2022/09/02,6501503
2022/09/03,8916527
2022/09/04,6922225
2022/09/05,6399605
2022/09/06,5762804
2022/09/07,5787935
2022/09/08,6012352
2022/09/09,7241144
2022/09/10,7704761
2022/09/11,6966316
2022/09/12,6067326
2022/09/13,6234207
2022/09/14,5876941
2022/09/15,6259342
2022/09/16,7723093
2022/09/17,8658329
2022/09/18,4934529
2022/09/19,4979901
2022/09/20,4898778
2022/09/21,7380058
2022/09/22,7241141
2022/09/23,6437093
2022/09/24,5264378
2022/09/25,7328754
2022/09/26,5951939
2022/09/27,6147406
2022/09/28,6640672
2022/09/29,5932049
2022/09/30,7019549
2022/10/01,7965283
2022/10/02,7023128
2022/10/03,5899376
2022/10/04,5660422
2022/10/05,5268894
2022/10/06,5272235
2022/10/07,7079237
2022/10/08,11458329
2022/10/09,6963896
2022/10/10,7570981
2022/10/11,6306856
2022/10/12,6023219
2022/10/13,5002681
2022/10/14,7222715
2022/10/15,7684668
2022/10/16,6803313
2022/10/17,5621941
2022/10/18,6239688
2022/10/19,6396269
2022/10/20,6110237
2022/10/21,7676788
2022/10/22,8414016
2022/10/23,7504196
2022/10/24,5719894
2022/10/25,5900040
2022/10/26,6063181
2022/10/27,5919357
2022/10/28,7716712
2022/10/29,7724802
2022/10/30,6301582
2022/10/31,6201320
2022/11/01,6319396
2022/11/02,6815600
2022/11/03,6663515
2022/11/04,6671001
2022/11/05,7619095
2022/11/06,6633280
2022/11/07,6392069
2022/11/08,6419586
2022/11/09,6439315
2022/11/10,6242478
2022/11/11,7207099
2022/11/12,7859192
2022/11/13,6446240
2022/11/14,6394750
2022/11/15,5373583
2022/11/16,6841387
2022/11/17,6542820
2022/11/18,8310046
2022/11/19,8732143
2022/11/20,6648451
2022/11/21,6071375
2022/11/22,7501694
2022/11/23,4610731
2022/11/24,6984051
2022/11/25,8255328
2022/11/26,8520003
2022/11/27,8118241
2022/11/28,6535482
2022/11/29,5642574
2022/11/30,6791038
2022/12/01,5961739
2022/12/02,7535155
2022/12/03,8343061
2022/12/04,7231259
2022/12/05,5949422
2022/12/06,6183108
